Gender,Own_Car,Own_Realty,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Age,Years_Employed,Family_Size,Occupation_Type,TARGET
F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,53,30.1,4.0,Unknown,0
F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,53,30.1,4.0,Unknown,0
F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,53,30.1,4.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,67,0.0,2.0,Unknown,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,8.3,3.0,Laborers,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7.9,2.0,Secretaries,0
F,N,Y,0,166500.0,Pensioner,Higher education,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,166500.0,Pensioner,Higher education,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,166500.0,Pensioner,Higher education,Married,House / apartment,61,0.0,2.0,Unknown,0
F,Y,Y,0,225000.0,Working,Higher education,Separated,House / apartment,30,1.6,1.0,Security staff,0
M,Y,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,27,2.7,1.0,Drivers,0
F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,34,4.5,2.0,Sales staff,0
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,43,21.6,4.0,Unknown,0
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,43,21.6,4.0,Unknown,0
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,43,21.6,4.0,Unknown,0
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,43,21.6,4.0,Unknown,0
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,43,21.6,4.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3.7,2.0,Unknown,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,30,9.2,2.0,Unknown,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,30,9.2,2.0,Unknown,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2.9,2.0,Core staff,0
F,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,26,0.8,1.0,Core staff,0
F,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,26,0.8,1.0,Core staff,0
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0.0,2.0,Unknown,0
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0.0,2.0,Unknown,0
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0.0,2.0,Unknown,0
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0.0,2.0,Unknown,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,30,5.7,2.0,Accountants,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,40,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,40,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,40,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,40,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0.0,1.0,Unknown,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,N,Y,0,495000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
F,N,Y,0,495000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
F,N,Y,0,495000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.2,5.0,Laborers,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.2,5.0,Laborers,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.2,5.0,Laborers,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.2,5.0,Laborers,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.2,5.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47,6.0,2.0,Managers,0
M,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,52,2.1,2.0,Drivers,0
M,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,52,2.1,2.0,Drivers,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,29,10.6,4.0,Laborers,0
M,Y,N,3,112500.0,Working,Higher education,Married,House / apartment,29,5.3,5.0,Drivers,0
M,Y,N,3,112500.0,Working,Higher education,Married,House / apartment,29,5.3,5.0,Drivers,0
M,Y,N,3,112500.0,Working,Higher education,Married,House / apartment,29,5.3,5.0,Drivers,0
M,Y,N,3,112500.0,Working,Higher education,Married,House / apartment,29,5.3,5.0,Drivers,0
M,Y,N,3,112500.0,Working,Higher education,Married,House / apartment,29,5.3,5.0,Drivers,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,30,9.0,1.0,Laborers,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,30,9.0,1.0,Laborers,0
M,N,Y,0,252000.0,Working,Higher education,Married,House / apartment,45,2.9,2.0,Core staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,4.0,2.0,Medicine staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,12.0,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,12.0,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,12.0,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,12.0,3.0,Sales staff,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,54,6.8,2.0,Drivers,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,54,6.8,2.0,Drivers,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,4.6,1.0,Medicine staff,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2.0,2.0,Laborers,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2.0,2.0,Laborers,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2.0,2.0,Laborers,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2.0,2.0,Laborers,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2.0,2.0,Laborers,0
M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32,1.8,3.0,Laborers,0
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,40,13.6,4.0,Laborers,0
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,40,13.6,4.0,Laborers,0
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,40,13.6,4.0,Laborers,0
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,40,13.6,4.0,Laborers,0
F,N,Y,0,184500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,67,0.0,1.0,Unknown,0
F,N,Y,0,184500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,67,0.0,1.0,Unknown,0
F,N,Y,0,184500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,67,0.0,1.0,Unknown,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4.1,3.0,Drivers,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,4.8,3.0,Sales staff,0
F,N,N,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,15.2,3.0,Laborers,0
F,N,N,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,15.2,3.0,Laborers,0
M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,41,4.0,2.0,Drivers,0
F,N,Y,0,540000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,57,0.7,1.0,Unknown,0
F,N,Y,0,540000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,57,0.7,1.0,Unknown,0
F,N,Y,0,540000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,57,0.7,1.0,Unknown,0
F,Y,Y,1,180000.0,State servant,Higher education,Married,House / apartment,32,3.8,3.0,Accountants,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,1.7,2.0,Managers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,1.7,2.0,Managers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,1.7,2.0,Managers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,1.7,2.0,Managers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,1.7,2.0,Managers,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,4.0,2.0,Cooking staff,0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,1.4,2.0,Core staff,0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,1.4,2.0,Core staff,0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,1.4,2.0,Core staff,0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,1.4,2.0,Core staff,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42,3.5,2.0,Drivers,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42,3.5,2.0,Drivers,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42,3.5,2.0,Drivers,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42,3.5,2.0,Drivers,0
F,N,Y,0,207000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58,0.0,1.0,Unknown,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,34,13.4,4.0,Core staff,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,34,13.4,4.0,Core staff,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,34,13.4,4.0,Core staff,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,34,13.4,4.0,Core staff,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,34,13.4,4.0,Core staff,0
M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,42,15.4,2.0,Unknown,0
M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,42,15.4,2.0,Unknown,0
M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,42,15.4,2.0,Unknown,0
M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,42,15.4,2.0,Unknown,0
M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,42,15.4,2.0,Unknown,0
M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,42,15.4,2.0,Unknown,0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,35,4.6,2.0,Cooking staff,0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,35,4.6,2.0,Cooking staff,0
